,timestamp,timestamp.1,main_meter,sub_meter_1,sub_meter_2,weekend,corporate,main_meter_4,main_meter_12,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5,building_number
19815,01-04-2017 15:00,01-04-2017 15:00,7453.943305,2238.09077,2071.4655629999997,1,1,7387.637951999999,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19816,01-04-2017 16:00,01-04-2017 16:00,7221.510216,1941.8356600000002,2073.085344,1,1,6504.939918,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19817,01-04-2017 17:00,01-04-2017 17:00,8064.314383,2115.496165,2068.172952,1,1,6504.939918,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19818,01-04-2017 18:00,01-04-2017 18:00,6625.693179,1814.0811620000002,1172.093075,1,1,6504.939918,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19819,01-04-2017 19:00,01-04-2017 19:00,4108.241893,1279.019273,135.5253409,1,1,6504.939918,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19820,01-04-2017 20:00,01-04-2017 20:00,3784.470151,1033.9339619999998,4.534620173,1,0,3827.500655,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19821,01-04-2017 21:00,01-04-2017 21:00,3721.942008,1031.1266210000001,7.31600511,1,0,3827.500655,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19822,01-04-2017 22:00,01-04-2017 22:00,3923.9046840000005,1300.237814,16.25111784,1,0,3827.500655,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19823,01-04-2017 23:00,01-04-2017 23:00,3879.685776,1216.397207,6.124002175,1,0,3827.500655,5906.692841,0,0,0,0,0,1,0,0,0,0,1,0,4
19824,02-04-2017 0:00,02-04-2017 0:00,3846.012967,1200.8050460000002,5.654805735,1,0,3830.265018,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19825,02-04-2017 1:00,02-04-2017 1:00,3873.1703270000003,1199.359566,1.142905749,1,0,3830.265018,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19826,02-04-2017 2:00,02-04-2017 2:00,3902.307437,1199.161983,9.166301881,1,0,3830.265018,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19827,02-04-2017 3:00,02-04-2017 3:00,3699.5693420000002,1043.990514,9.91276584,1,0,3830.265018,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19828,02-04-2017 4:00,02-04-2017 4:00,3131.527396,949.1444598999999,1.989732869,1,0,4238.958549,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19829,02-04-2017 5:00,02-04-2017 5:00,2614.674912,792.9645692,8.506394649,1,0,4238.958549,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19830,02-04-2017 6:00,02-04-2017 6:00,3862.280297,1301.593876,490.40905410000005,1,0,4238.958549,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19831,02-04-2017 7:00,02-04-2017 7:00,7347.35159,2070.951375,2081.389343,1,0,4238.958549,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19832,02-04-2017 8:00,02-04-2017 8:00,7289.729068000001,2011.4500030000002,2072.886541,1,1,6416.136711,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19833,02-04-2017 9:00,02-04-2017 9:00,7469.83432,2184.289984,2075.8785940000002,1,1,6416.136711,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19834,02-04-2017 10:00,02-04-2017 10:00,7248.01795,2201.406304,1795.435563,1,1,6416.136711,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19835,02-04-2017 11:00,02-04-2017 11:00,3656.965507,1442.7758880000001,224.61071439999998,1,1,6416.136711,4828.453426,0,0,0,0,0,0,1,0,0,0,1,0,4
19836,02-04-2017 12:00,02-04-2017 12:00,2864.679106,1079.64931,12.76549492,1,1,2925.685798,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19837,02-04-2017 13:00,02-04-2017 13:00,2899.996056,1150.7414099999999,5.277242063,1,1,2925.685798,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19838,02-04-2017 14:00,02-04-2017 14:00,2981.456571,1292.100193,13.20452706,1,1,2925.685798,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19839,02-04-2017 15:00,02-04-2017 15:00,2956.61146,1273.052411,4.333327815,1,1,2925.685798,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19840,02-04-2017 16:00,02-04-2017 16:00,2993.403523,1262.9948539999998,6.8448776360000005,1,1,3503.571334,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19841,02-04-2017 17:00,02-04-2017 17:00,3385.9205119999997,1250.012846,9.074753034,1,1,3503.571334,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19842,02-04-2017 18:00,02-04-2017 18:00,3792.914796,1174.295315,6.565913414,1,1,3503.571334,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19843,02-04-2017 19:00,02-04-2017 19:00,3842.046506,1125.881842,3.2419817930000003,1,1,3503.571334,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19844,02-04-2017 20:00,02-04-2017 20:00,3482.043996,934.3304111,3.57039859,1,0,3734.31597,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19845,02-04-2017 21:00,02-04-2017 21:00,3243.898076,695.4367402,12.56659279,1,0,3734.31597,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19846,02-04-2017 22:00,02-04-2017 22:00,4103.515774,1332.753181,4.059867647,1,0,3734.31597,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19847,02-04-2017 23:00,02-04-2017 23:00,4107.806034,1193.0940970000001,15.45626528,1,0,3734.31597,3387.857701,0,0,0,0,0,0,1,0,0,0,1,0,4
19848,03-04-2017 0:00,03-04-2017 0:00,3922.190296,1142.917953,0.0,0,0,3878.378274,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19849,03-04-2017 1:00,03-04-2017 1:00,4016.1352939999997,1191.724557,3.087481364,0,0,3878.378274,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19850,03-04-2017 2:00,03-04-2017 2:00,3798.8132119999996,1097.595782,7.305155235,0,0,3878.378274,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19851,03-04-2017 3:00,03-04-2017 3:00,3776.3742939999997,996.6973251000001,3.276582033,0,0,3878.378274,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19852,03-04-2017 4:00,03-04-2017 4:00,3236.6557620000003,921.5962921,15.42425579,0,0,4947.636293,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19853,03-04-2017 5:00,03-04-2017 5:00,3362.243493,823.4138094,566.274499,0,0,4947.636293,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19854,03-04-2017 6:00,03-04-2017 6:00,6247.204623,1633.4192,1811.65805,0,0,4947.636293,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19855,03-04-2017 7:00,03-04-2017 7:00,6944.441293000001,1919.3248649999998,2072.840963,0,0,4947.636293,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19856,03-04-2017 8:00,03-04-2017 8:00,7018.656384999999,1916.799741,2065.033513,0,1,7183.750812,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19857,03-04-2017 9:00,03-04-2017 9:00,7288.867218,2061.140648,2073.859366,0,1,7183.750812,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19858,03-04-2017 10:00,03-04-2017 10:00,7183.629562,1865.5270920000003,2075.383199,0,1,7183.750812,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19859,03-04-2017 11:00,03-04-2017 11:00,7243.8500810000005,1896.3218559999998,2063.991708,0,1,7183.750812,5336.5884590000005,1,0,0,0,0,0,0,0,0,0,1,0,4
19860,03-04-2017 12:00,03-04-2017 12:00,6877.415744,1647.785108,2074.849663,0,1,7075.354768000001,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19861,03-04-2017 13:00,03-04-2017 13:00,7089.347154000001,1726.590134,2075.2265780000002,0,1,7075.354768000001,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19862,03-04-2017 14:00,03-04-2017 14:00,7227.190628,1997.8474190000002,2070.529019,0,1,7075.354768000001,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19863,03-04-2017 15:00,03-04-2017 15:00,7107.465545999999,1898.689628,2069.738271,0,1,7075.354768000001,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19864,03-04-2017 16:00,03-04-2017 16:00,7308.80152,1970.653325,2065.786907,0,1,6013.186761,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19865,03-04-2017 17:00,03-04-2017 17:00,7813.457095999999,2020.8025300000002,2069.050718,0,1,6013.186761,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19866,03-04-2017 18:00,03-04-2017 18:00,5001.863326,1365.3914630000002,913.0677589,0,1,6013.186761,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19867,03-04-2017 19:00,03-04-2017 19:00,3928.6251030000003,1201.008874,29.57257644,0,1,6013.186761,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19868,03-04-2017 20:00,03-04-2017 20:00,3725.4073359999998,1079.562293,9.199126729,0,0,3690.7909659999996,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19869,03-04-2017 21:00,03-04-2017 21:00,3454.207383,818.1068287,12.54746015,0,0,3690.7909659999996,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19870,03-04-2017 22:00,03-04-2017 22:00,3822.2827939999997,1233.799699,4.000224408999999,0,0,3690.7909659999996,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19871,03-04-2017 23:00,03-04-2017 23:00,3761.2663520000006,1165.18826,3.482668289,0,0,3690.7909659999996,5593.110832,1,0,0,0,0,0,0,0,0,0,1,0,4
19872,04-04-2017 0:00,04-04-2017 0:00,3572.544378,942.4446870999999,3.93217391,0,0,3648.9317159999996,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19873,04-04-2017 1:00,04-04-2017 1:00,3692.61317,1077.9877529999999,5.897924236000001,0,0,3648.9317159999996,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19874,04-04-2017 2:00,04-04-2017 2:00,3640.487078,1097.127897,2.720972488,0,0,3648.9317159999996,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19875,04-04-2017 3:00,04-04-2017 3:00,3690.0822380000004,968.0577689999999,1.2897686659999998,0,0,3648.9317159999996,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19876,04-04-2017 4:00,04-04-2017 4:00,3205.9609800000003,933.3417088,10.34175104,0,0,4733.126239,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19877,04-04-2017 5:00,04-04-2017 5:00,2877.79176,721.748998,391.1861706,0,0,4733.126239,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19878,04-04-2017 6:00,04-04-2017 6:00,5944.005889999999,1464.510539,1849.9930769999999,0,0,4733.126239,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19879,04-04-2017 7:00,04-04-2017 7:00,6904.746327,1731.9088329999997,2081.607688,0,0,4733.126239,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19880,04-04-2017 8:00,04-04-2017 8:00,7271.568664,2027.963495,2070.9268420000003,0,1,7169.958052,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19881,04-04-2017 9:00,04-04-2017 9:00,6914.407886,1909.0957850000002,2065.061461,0,1,7169.958052,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19882,04-04-2017 10:00,04-04-2017 10:00,7166.558706,2054.445562,2070.5856559999997,0,1,7169.958052,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19883,04-04-2017 11:00,04-04-2017 11:00,7327.296954,2045.488155,2068.397019,0,1,7169.958052,5184.005336,0,1,0,0,0,0,0,0,0,0,1,0,4
19884,04-04-2017 12:00,04-04-2017 12:00,6940.841586,1837.161711,2067.488439,0,1,7029.651348,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19885,04-04-2017 13:00,04-04-2017 13:00,6786.6404219999995,1745.485497,2063.720093,0,1,7029.651348,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19886,04-04-2017 14:00,04-04-2017 14:00,7109.0432599999995,2047.782125,2067.9573530000002,0,1,7029.651348,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19887,04-04-2017 15:00,04-04-2017 15:00,7282.080125,2201.591306,2076.122757,0,1,7029.651348,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19888,04-04-2017 16:00,04-04-2017 16:00,7155.7184099999995,1937.5749170000001,2071.392731,0,1,6433.80554,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19889,04-04-2017 17:00,04-04-2017 17:00,7397.165597,1999.6531690000002,2068.057156,0,1,6433.80554,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19890,04-04-2017 18:00,04-04-2017 18:00,7114.8881790000005,1751.4522969999998,1451.706109,0,1,6433.80554,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19891,04-04-2017 19:00,04-04-2017 19:00,4067.449972,1307.8562880000002,59.48860155,0,1,6433.80554,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19892,04-04-2017 20:00,04-04-2017 20:00,3731.416442,944.7074355000001,3.1170704939999996,0,0,3669.4408479999997,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19893,04-04-2017 21:00,04-04-2017 21:00,3455.028353,851.0434729,8.187930486,0,0,3669.4408479999997,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19894,04-04-2017 22:00,04-04-2017 22:00,3809.656092,1224.5417519999999,10.32639774,0,0,3669.4408479999997,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19895,04-04-2017 23:00,04-04-2017 23:00,3681.662505,1071.721311,3.93340994,0,0,3669.4408479999997,5710.965912,0,1,0,0,0,0,0,0,0,0,1,0,4
19896,05-04-2017 0:00,05-04-2017 0:00,3691.13096,1079.770158,3.830220829,0,0,3615.368213,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19897,05-04-2017 1:00,05-04-2017 1:00,3700.291164,1040.122437,0.0,0,0,3615.368213,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19898,05-04-2017 2:00,05-04-2017 2:00,3583.790182,997.0796411,3.3017594519999998,0,0,3615.368213,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19899,05-04-2017 3:00,05-04-2017 3:00,3486.260547,898.1111013,6.939800727000001,0,0,3615.368213,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19900,05-04-2017 4:00,05-04-2017 4:00,3197.62152,794.868454,5.283144722,0,0,4497.507653000001,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19901,05-04-2017 5:00,05-04-2017 5:00,2527.29451,766.5477940000001,105.4414081,0,0,4497.507653000001,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19902,05-04-2017 6:00,05-04-2017 6:00,5444.285893,1422.2107449999999,1491.492517,0,0,4497.507653000001,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19903,05-04-2017 7:00,05-04-2017 7:00,6820.828691,1817.2683140000001,2073.009005,0,0,4497.507653000001,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19904,05-04-2017 8:00,05-04-2017 8:00,7018.666690999999,1945.7707489999998,2069.4847219999997,0,1,7064.127979999999,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19905,05-04-2017 9:00,05-04-2017 9:00,7029.0755420000005,1973.177802,2076.772809,0,1,7064.127979999999,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19906,05-04-2017 10:00,05-04-2017 10:00,7045.8158459999995,1999.392998,2070.184375,0,1,7064.127979999999,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19907,05-04-2017 11:00,05-04-2017 11:00,7162.953842,2055.7425359999997,2063.224909,0,1,7064.127979999999,5059.001282,0,0,1,0,0,0,0,0,0,0,1,0,4
19908,05-04-2017 12:00,05-04-2017 12:00,6910.385394,1713.613061,2075.720029,0,1,7152.533004999999,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19909,05-04-2017 13:00,05-04-2017 13:00,7158.661870999999,1957.306675,2065.163194,0,1,7152.533004999999,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19910,05-04-2017 14:00,05-04-2017 14:00,7341.238447,2129.5326609999997,2059.7247260000004,0,1,7152.533004999999,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19911,05-04-2017 15:00,05-04-2017 15:00,7199.8463090000005,2041.76773,2073.656231,0,1,7152.533004999999,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19912,05-04-2017 16:00,05-04-2017 16:00,7320.784495999999,2102.690019,2079.977526,0,1,6533.836331,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19913,05-04-2017 17:00,05-04-2017 17:00,7450.021991,1989.9193920000002,2062.88626,0,1,6533.836331,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19914,05-04-2017 18:00,05-04-2017 18:00,7395.965023000001,1896.97588,1646.0663880000002,0,1,6533.836331,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19915,05-04-2017 19:00,05-04-2017 19:00,3968.5738149999997,1258.844323,79.63755303,0,1,6533.836331,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19916,05-04-2017 20:00,05-04-2017 20:00,3753.2963799999998,988.4771367999999,5.728143311,0,0,3805.008012,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19917,05-04-2017 21:00,05-04-2017 21:00,3413.7457219999997,766.3732641,14.00435289,0,0,3805.008012,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19918,05-04-2017 22:00,05-04-2017 22:00,3913.399459,1288.015691,4.959820007,0,0,3805.008012,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19919,05-04-2017 23:00,05-04-2017 23:00,4139.590486,1167.200101,6.800560526,0,0,3805.008012,5830.459116,0,0,1,0,0,0,0,0,0,0,1,0,4
19920,06-04-2017 0:00,06-04-2017 0:00,3904.249214,1087.617978,13.95635779,0,0,3808.99579,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19921,06-04-2017 1:00,06-04-2017 1:00,3845.0140490000003,1106.48519,6.255700179,0,0,3808.99579,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19922,06-04-2017 2:00,06-04-2017 2:00,3782.1357399999997,1081.850902,10.75253107,0,0,3808.99579,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19923,06-04-2017 3:00,06-04-2017 3:00,3704.5841570000002,1057.398265,4.741481617,0,0,3808.99579,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19924,06-04-2017 4:00,06-04-2017 4:00,3317.8319030000002,854.6670504000001,9.291765725,0,0,4704.016286,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19925,06-04-2017 5:00,06-04-2017 5:00,3107.0159129999997,720.8550245,393.601904,0,0,4704.016286,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19926,06-04-2017 6:00,06-04-2017 6:00,5366.78957,1289.717731,1254.588434,0,0,4704.016286,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19927,06-04-2017 7:00,06-04-2017 7:00,7024.4277569999995,1901.7581920000002,2085.897692,0,0,4704.016286,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19928,06-04-2017 8:00,06-04-2017 8:00,7331.81293,2091.847094,2079.161205,0,1,7355.051067,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19929,06-04-2017 9:00,06-04-2017 9:00,7301.175479,2034.52683,2072.4803890000003,0,1,7355.051067,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19930,06-04-2017 10:00,06-04-2017 10:00,7435.3460079999995,2201.269061,2073.864395,0,1,7355.051067,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19931,06-04-2017 11:00,06-04-2017 11:00,7351.86985,2092.136982,2069.689583,0,1,7355.051067,5289.354381,0,0,0,1,0,0,0,0,0,0,1,0,4
19932,06-04-2017 12:00,06-04-2017 12:00,7342.328981999999,1873.1567690000002,2064.46442,0,1,7469.605935,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19933,06-04-2017 13:00,06-04-2017 13:00,7329.704913,1968.340988,2058.643316,0,1,7469.605935,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19934,06-04-2017 14:00,06-04-2017 14:00,7545.914278,2233.392015,2073.713988,0,1,7469.605935,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19935,06-04-2017 15:00,06-04-2017 15:00,7660.475566,2360.199857,2070.388141,0,1,7469.605935,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19936,06-04-2017 16:00,06-04-2017 16:00,7554.2024280000005,2231.029533,2073.777887,0,1,6806.596219,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19937,06-04-2017 17:00,06-04-2017 17:00,7834.684885,2270.242413,2071.600746,0,1,6806.596219,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19938,06-04-2017 18:00,06-04-2017 18:00,7536.850256999999,2138.619809,1482.591412,0,1,6806.596219,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19939,06-04-2017 19:00,06-04-2017 19:00,4300.647304,1362.559633,143.6205304,0,1,6806.596219,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19940,06-04-2017 20:00,06-04-2017 20:00,3932.582964,1156.552697,9.336334164,0,0,3838.9576340000003,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19941,06-04-2017 21:00,06-04-2017 21:00,3517.1529909999995,861.0384183,3.672244998,0,0,3838.9576340000003,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19942,06-04-2017 22:00,06-04-2017 22:00,4013.27381,1305.731761,3.299288597,0,0,3838.9576340000003,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19943,06-04-2017 23:00,06-04-2017 23:00,3892.820772,1180.246656,2.278171615,0,0,3838.9576340000003,6038.386596,0,0,0,1,0,0,0,0,0,0,1,0,4
19944,07-04-2017 0:00,07-04-2017 0:00,3892.970214,1201.084415,1.9088811069999998,0,0,3884.7566090000005,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19945,07-04-2017 1:00,07-04-2017 1:00,3928.186692,1287.020515,6.199516611,0,0,3884.7566090000005,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19946,07-04-2017 2:00,07-04-2017 2:00,3816.7628729999997,1171.223848,9.34804104,0,0,3884.7566090000005,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19947,07-04-2017 3:00,07-04-2017 3:00,3901.1066590000005,1132.676092,7.331279887000001,0,0,3884.7566090000005,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19948,07-04-2017 4:00,07-04-2017 4:00,3731.871878,990.7733850999999,15.41642426,0,0,5343.864200999999,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19949,07-04-2017 5:00,07-04-2017 5:00,3394.9333579999998,827.6105896,48.17275518,0,0,5343.864200999999,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19950,07-04-2017 6:00,07-04-2017 6:00,6577.60563,1606.894769,1566.0927550000001,0,0,5343.864200999999,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19951,07-04-2017 7:00,07-04-2017 7:00,7671.045937999999,1934.021946,2082.8774350000003,0,0,5343.864200999999,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19952,07-04-2017 8:00,07-04-2017 8:00,7114.541925,2113.030398,2079.209116,0,1,7147.954033,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19953,07-04-2017 9:00,07-04-2017 9:00,7074.906976,2030.968273,2078.601326,0,1,7147.954033,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
19954,07-04-2017 10:00,07-04-2017 10:00,7388.6539569999995,2273.967961,2074.5210039999997,0,1,7147.954033,5458.858281,0,0,0,0,1,0,0,0,0,0,1,0,4
